code,name,description,refreshed_at,from_date,to_date
HPI_43340,House Price Indices - Shreveport-Bossier City LA,"The FMHPI provides a measure of typical price inflation for houses within the U.S. Values are calculated monthly but are released at the end of the following quarter. For example, the FMHPI for October, November, and December are published in late February of the following year. Series are available at three levels of geographical aggregation: Metropolitan Statistical Area (MSA), state, and national. All series begin in January, 1975. The national index is defined as a weighted average of the 50 state indexes and Washington, DC. The FMHPI is based on an ever expanding database of loans purchased by either Freddie Mac or Fannie Mae.<br><br>Dataset codes for cities are based on CBSA codes (Core-Based Statistical Areas) which are defined in the Quandl documentation. Values are presented as both Not Seasonally Adjusted (NSA) and Seasonally Adjusted (SA).",2019-02-23 02:44:07,1975-01-31,2018-12-31
HPI_43420,House Price Indices - Sierra Vista-Douglas AZ,"The FMHPI provides a measure of typical price inflation for houses within the U.S. Values are calculated monthly but are released at the end of the following quarter. For example, the FMHPI for October, November, and December are published in late February of the following year. Series are available at three levels of geographical aggregation: Metropolitan Statistical Area (MSA), state, and national. All series begin in January, 1975. The national index is defined as a weighted average of the 50 state indexes and Washington, DC. The FMHPI is based on an ever expanding database of loans purchased by either Freddie Mac or Fannie Mae.<br><br>Dataset codes for cities are based on CBSA codes (Core-Based Statistical Areas) which are defined in the Quandl documentation. Values are presented as both Not Seasonally Adjusted (NSA) and Seasonally Adjusted (SA).",2019-02-23 02:44:07,1975-01-31,2018-12-31
HPI_43580,House Price Indices - Sioux City IA-NE-SD,"The FMHPI provides a measure of typical price inflation for houses within the U.S. Values are calculated monthly but are released at the end of the following quarter. For example, the FMHPI for October, November, and December are published in late February of the following year. Series are available at three levels of geographical aggregation: Metropolitan Statistical Area (MSA), state, and national. All series begin in January, 1975. The national index is defined as a weighted average of the 50 state indexes and Washington, DC. The FMHPI is based on an ever expanding database of loans purchased by either Freddie Mac or Fannie Mae.<br><br>Dataset codes for cities are based on CBSA codes (Core-Based Statistical Areas) which are defined in the Quandl documentation. Values are presented as both Not Seasonally Adjusted (NSA) and Seasonally Adjusted (SA).",2019-02-23 02:44:07,1975-01-31,2018-12-31
HPI_43620,House Price Indices - Sioux Falls SD,"The FMHPI provides a measure of typical price inflation for houses within the U.S. Values are calculated monthly but are released at the end of the following quarter. For example, the FMHPI for October, November, and December are published in late February of the following year. Series are available at three levels of geographical aggregation: Metropolitan Statistical Area (MSA), state, and national. All series begin in January, 1975. The national index is defined as a weighted average of the 50 state indexes and Washington, DC. The FMHPI is based on an ever expanding database of loans purchased by either Freddie Mac or Fannie Mae.<br><br>Dataset codes for cities are based on CBSA codes (Core-Based Statistical Areas) which are defined in the Quandl documentation. Values are presented as both Not Seasonally Adjusted (NSA) and Seasonally Adjusted (SA).",2019-02-23 02:44:07,1975-01-31,2018-12-31
HPI_43780,House Price Indices - South Bend-Mishawaka IN-MI,"The FMHPI provides a measure of typical price inflation for houses within the U.S. Values are calculated monthly but are released at the end of the following quarter. For example, the FMHPI for October, November, and December are published in late February of the following year. Series are available at three levels of geographical aggregation: Metropolitan Statistical Area (MSA), state, and national. All series begin in January, 1975. The national index is defined as a weighted average of the 50 state indexes and Washington, DC. The FMHPI is based on an ever expanding database of loans purchased by either Freddie Mac or Fannie Mae.<br><br>Dataset codes for cities are based on CBSA codes (Core-Based Statistical Areas) which are defined in the Quandl documentation. Values are presented as both Not Seasonally Adjusted (NSA) and Seasonally Adjusted (SA).",2019-02-23 02:44:07,1975-01-31,2018-12-31
HPI_43900,House Price Indices - Spartanburg SC,"The FMHPI provides a measure of typical price inflation for houses within the U.S. Values are calculated monthly but are released at the end of the following quarter. For example, the FMHPI for October, November, and December are published in late February of the following year. Series are available at three levels of geographical aggregation: Metropolitan Statistical Area (MSA), state, and national. All series begin in January, 1975. The national index is defined as a weighted average of the 50 state indexes and Washington, DC. The FMHPI is based on an ever expanding database of loans purchased by either Freddie Mac or Fannie Mae.<br><br>Dataset codes for cities are based on CBSA codes (Core-Based Statistical Areas) which are defined in the Quandl documentation. Values are presented as both Not Seasonally Adjusted (NSA) and Seasonally Adjusted (SA).",2019-02-23 02:44:07,1975-01-31,2018-12-31
HPI_44060,House Price Indices - Spokane-Spokane Valley WA,"The FMHPI provides a measure of typical price inflation for houses within the U.S. Values are calculated monthly but are released at the end of the following quarter. For example, the FMHPI for October, November, and December are published in late February of the following year. Series are available at three levels of geographical aggregation: Metropolitan Statistical Area (MSA), state, and national. All series begin in January, 1975. The national index is defined as a weighted average of the 50 state indexes and Washington, DC. The FMHPI is based on an ever expanding database of loans purchased by either Freddie Mac or Fannie Mae.<br><br>Dataset codes for cities are based on CBSA codes (Core-Based Statistical Areas) which are defined in the Quandl documentation. Values are presented as both Not Seasonally Adjusted (NSA) and Seasonally Adjusted (SA).",2019-02-23 02:44:07,1975-01-31,2018-12-31
HPI_44100,House Price Indices - Springfield IL,"The FMHPI provides a measure of typical price inflation for houses within the U.S. Values are calculated monthly but are released at the end of the following quarter. For example, the FMHPI for October, November, and December are published in late February of the following year. Series are available at three levels of geographical aggregation: Metropolitan Statistical Area (MSA), state, and national. All series begin in January, 1975. The national index is defined as a weighted average of the 50 state indexes and Washington, DC. The FMHPI is based on an ever expanding database of loans purchased by either Freddie Mac or Fannie Mae.<br><br>Dataset codes for cities are based on CBSA codes (Core-Based Statistical Areas) which are defined in the Quandl documentation. Values are presented as both Not Seasonally Adjusted (NSA) and Seasonally Adjusted (SA).",2019-02-23 02:44:07,1975-01-31,2018-12-31
HPI_44140,House Price Indices - Springfield MA,"The FMHPI provides a measure of typical price inflation for houses within the U.S. Values are calculated monthly but are released at the end of the following quarter. For example, the FMHPI for October, November, and December are published in late February of the following year. Series are available at three levels of geographical aggregation: Metropolitan Statistical Area (MSA), state, and national. All series begin in January, 1975. The national index is defined as a weighted average of the 50 state indexes and Washington, DC. The FMHPI is based on an ever expanding database of loans purchased by either Freddie Mac or Fannie Mae.<br><br>Dataset codes for cities are based on CBSA codes (Core-Based Statistical Areas) which are defined in the Quandl documentation. Values are presented as both Not Seasonally Adjusted (NSA) and Seasonally Adjusted (SA).",2019-02-23 02:44:07,1975-01-31,2018-12-31
HPI_44180,House Price Indices - Springfield MO,"The FMHPI provides a measure of typical price inflation for houses within the U.S. Values are calculated monthly but are released at the end of the following quarter. For example, the FMHPI for October, November, and December are published in late February of the following year. Series are available at three levels of geographical aggregation: Metropolitan Statistical Area (MSA), state, and national. All series begin in January, 1975. The national index is defined as a weighted average of the 50 state indexes and Washington, DC. The FMHPI is based on an ever expanding database of loans purchased by either Freddie Mac or Fannie Mae.<br><br>Dataset codes for cities are based on CBSA codes (Core-Based Statistical Areas) which are defined in the Quandl documentation. Values are presented as both Not Seasonally Adjusted (NSA) and Seasonally Adjusted (SA).",2019-02-23 02:44:07,1975-01-31,2018-12-31
HPI_44220,House Price Indices - Springfield OH,"The FMHPI provides a measure of typical price inflation for houses within the U.S. Values are calculated monthly but are released at the end of the following quarter. For example, the FMHPI for October, November, and December are published in late February of the following year. Series are available at three levels of geographical aggregation: Metropolitan Statistical Area (MSA), state, and national. All series begin in January, 1975. The national index is defined as a weighted average of the 50 state indexes and Washington, DC. The FMHPI is based on an ever expanding database of loans purchased by either Freddie Mac or Fannie Mae.<br><br>Dataset codes for cities are based on CBSA codes (Core-Based Statistical Areas) which are defined in the Quandl documentation. Values are presented as both Not Seasonally Adjusted (NSA) and Seasonally Adjusted (SA).",2019-02-23 02:44:07,1975-01-31,2018-12-31
HPI_44300,House Price Indices - State College PA,"The FMHPI provides a measure of typical price inflation for houses within the U.S. Values are calculated monthly but are released at the end of the following quarter. For example, the FMHPI for October, November, and December are published in late February of the following year. Series are available at three levels of geographical aggregation: Metropolitan Statistical Area (MSA), state, and national. All series begin in January, 1975. The national index is defined as a weighted average of the 50 state indexes and Washington, DC. The FMHPI is based on an ever expanding database of loans purchased by either Freddie Mac or Fannie Mae.<br><br>Dataset codes for cities are based on CBSA codes (Core-Based Statistical Areas) which are defined in the Quandl documentation. Values are presented as both Not Seasonally Adjusted (NSA) and Seasonally Adjusted (SA).",2019-02-23 02:44:07,1975-01-31,2018-12-31
HPI_44420,House Price Indices - Staunton-Waynesboro VA,"The FMHPI provides a measure of typical price inflation for houses within the U.S. Values are calculated monthly but are released at the end of the following quarter. For example, the FMHPI for October, November, and December are published in late February of the following year. Series are available at three levels of geographical aggregation: Metropolitan Statistical Area (MSA), state, and national. All series begin in January, 1975. The national index is defined as a weighted average of the 50 state indexes and Washington, DC. The FMHPI is based on an ever expanding database of loans purchased by either Freddie Mac or Fannie Mae.<br><br>Dataset codes for cities are based on CBSA codes (Core-Based Statistical Areas) which are defined in the Quandl documentation. Values are presented as both Not Seasonally Adjusted (NSA) and Seasonally Adjusted (SA).",2019-02-23 02:44:07,1975-01-31,2018-12-31
HPI_44700,House Price Indices - Stockton-Lodi CA,"The FMHPI provides a measure of typical price inflation for houses within the U.S. Values are calculated monthly but are released at the end of the following quarter. For example, the FMHPI for October, November, and December are published in late February of the following year. Series are available at three levels of geographical aggregation: Metropolitan Statistical Area (MSA), state, and national. All series begin in January, 1975. The national index is defined as a weighted average of the 50 state indexes and Washington, DC. The FMHPI is based on an ever expanding database of loans purchased by either Freddie Mac or Fannie Mae.<br><br>Dataset codes for cities are based on CBSA codes (Core-Based Statistical Areas) which are defined in the Quandl documentation. Values are presented as both Not Seasonally Adjusted (NSA) and Seasonally Adjusted (SA).",2019-02-23 02:44:07,1975-01-31,2018-12-31
HPI_44940,House Price Indices - Sumter SC,"The FMHPI provides a measure of typical price inflation for houses within the U.S. Values are calculated monthly but are released at the end of the following quarter. For example, the FMHPI for October, November, and December are published in late February of the following year. Series are available at three levels of geographical aggregation: Metropolitan Statistical Area (MSA), state, and national. All series begin in January, 1975. The national index is defined as a weighted average of the 50 state indexes and Washington, DC. The FMHPI is based on an ever expanding database of loans purchased by either Freddie Mac or Fannie Mae.<br><br>Dataset codes for cities are based on CBSA codes (Core-Based Statistical Areas) which are defined in the Quandl documentation. Values are presented as both Not Seasonally Adjusted (NSA) and Seasonally Adjusted (SA).",2019-02-23 02:44:07,1975-01-31,2018-12-31
HPI_45060,House Price Indices - Syracuse NY,"The FMHPI provides a measure of typical price inflation for houses within the U.S. Values are calculated monthly but are released at the end of the following quarter. For example, the FMHPI for October, November, and December are published in late February of the following year. Series are available at three levels of geographical aggregation: Metropolitan Statistical Area (MSA), state, and national. All series begin in January, 1975. The national index is defined as a weighted average of the 50 state indexes and Washington, DC. The FMHPI is based on an ever expanding database of loans purchased by either Freddie Mac or Fannie Mae.<br><br>Dataset codes for cities are based on CBSA codes (Core-Based Statistical Areas) which are defined in the Quandl documentation. Values are presented as both Not Seasonally Adjusted (NSA) and Seasonally Adjusted (SA).",2019-02-23 02:44:08,1975-01-31,2018-12-31
HPI_45220,House Price Indices - Tallahassee FL,"The FMHPI provides a measure of typical price inflation for houses within the U.S. Values are calculated monthly but are released at the end of the following quarter. For example, the FMHPI for October, November, and December are published in late February of the following year. Series are available at three levels of geographical aggregation: Metropolitan Statistical Area (MSA), state, and national. All series begin in January, 1975. The national index is defined as a weighted average of the 50 state indexes and Washington, DC. The FMHPI is based on an ever expanding database of loans purchased by either Freddie Mac or Fannie Mae.<br><br>Dataset codes for cities are based on CBSA codes (Core-Based Statistical Areas) which are defined in the Quandl documentation. Values are presented as both Not Seasonally Adjusted (NSA) and Seasonally Adjusted (SA).",2019-02-23 02:44:08,1975-01-31,2018-12-31
HPI_45300,House Price Indices - Tampa-St. Petersburg-Clearwater FL,"The FMHPI provides a measure of typical price inflation for houses within the U.S. Values are calculated monthly but are released at the end of the following quarter. For example, the FMHPI for October, November, and December are published in late February of the following year. Series are available at three levels of geographical aggregation: Metropolitan Statistical Area (MSA), state, and national. All series begin in January, 1975. The national index is defined as a weighted average of the 50 state indexes and Washington, DC. The FMHPI is based on an ever expanding database of loans purchased by either Freddie Mac or Fannie Mae.<br><br>Dataset codes for cities are based on CBSA codes (Core-Based Statistical Areas) which are defined in the Quandl documentation. Values are presented as both Not Seasonally Adjusted (NSA) and Seasonally Adjusted (SA).",2019-02-23 02:44:07,1975-01-31,2018-12-31
HPI_45460,House Price Indices - Terre Haute IN,"The FMHPI provides a measure of typical price inflation for houses within the U.S. Values are calculated monthly but are released at the end of the following quarter. For example, the FMHPI for October, November, and December are published in late February of the following year. Series are available at three levels of geographical aggregation: Metropolitan Statistical Area (MSA), state, and national. All series begin in January, 1975. The national index is defined as a weighted average of the 50 state indexes and Washington, DC. The FMHPI is based on an ever expanding database of loans purchased by either Freddie Mac or Fannie Mae.<br><br>Dataset codes for cities are based on CBSA codes (Core-Based Statistical Areas) which are defined in the Quandl documentation. Values are presented as both Not Seasonally Adjusted (NSA) and Seasonally Adjusted (SA).",2019-02-23 02:44:08,1975-01-31,2018-12-31
HPI_45500,House Price Indices - Texarkana TX-AR,"The FMHPI provides a measure of typical price inflation for houses within the U.S. Values are calculated monthly but are released at the end of the following quarter. For example, the FMHPI for October, November, and December are published in late February of the following year. Series are available at three levels of geographical aggregation: Metropolitan Statistical Area (MSA), state, and national. All series begin in January, 1975. The national index is defined as a weighted average of the 50 state indexes and Washington, DC. The FMHPI is based on an ever expanding database of loans purchased by either Freddie Mac or Fannie Mae.<br><br>Dataset codes for cities are based on CBSA codes (Core-Based Statistical Areas) which are defined in the Quandl documentation. Values are presented as both Not Seasonally Adjusted (NSA) and Seasonally Adjusted (SA).",2019-02-23 02:44:07,1975-01-31,2018-12-31
HPI_45540,House Price Indices - The Villages FL,"The FMHPI provides a measure of typical price inflation for houses within the U.S. Values are calculated monthly but are released at the end of the following quarter. For example, the FMHPI for October, November, and December are published in late February of the following year. Series are available at three levels of geographical aggregation: Metropolitan Statistical Area (MSA), state, and national. All series begin in January, 1975. The national index is defined as a weighted average of the 50 state indexes and Washington, DC. The FMHPI is based on an ever expanding database of loans purchased by either Freddie Mac or Fannie Mae.<br><br>Dataset codes for cities are based on CBSA codes (Core-Based Statistical Areas) which are defined in the Quandl documentation. Values are presented as both Not Seasonally Adjusted (NSA) and Seasonally Adjusted (SA).",2019-02-23 02:44:08,1975-01-31,2018-12-31
HPI_45780,House Price Indices - Toledo OH,"The FMHPI provides a measure of typical price inflation for houses within the U.S. Values are calculated monthly but are released at the end of the following quarter. For example, the FMHPI for October, November, and December are published in late February of the following year. Series are available at three levels of geographical aggregation: Metropolitan Statistical Area (MSA), state, and national. All series begin in January, 1975. The national index is defined as a weighted average of the 50 state indexes and Washington, DC. The FMHPI is based on an ever expanding database of loans purchased by either Freddie Mac or Fannie Mae.<br><br>Dataset codes for cities are based on CBSA codes (Core-Based Statistical Areas) which are defined in the Quandl documentation. Values are presented as both Not Seasonally Adjusted (NSA) and Seasonally Adjusted (SA).",2019-02-23 02:44:08,1975-01-31,2018-12-31
HPI_45820,House Price Indices - Topeka KS,"The FMHPI provides a measure of typical price inflation for houses within the U.S. Values are calculated monthly but are released at the end of the following quarter. For example, the FMHPI for October, November, and December are published in late February of the following year. Series are available at three levels of geographical aggregation: Metropolitan Statistical Area (MSA), state, and national. All series begin in January, 1975. The national index is defined as a weighted average of the 50 state indexes and Washington, DC. The FMHPI is based on an ever expanding database of loans purchased by either Freddie Mac or Fannie Mae.<br><br>Dataset codes for cities are based on CBSA codes (Core-Based Statistical Areas) which are defined in the Quandl documentation. Values are presented as both Not Seasonally Adjusted (NSA) and Seasonally Adjusted (SA).",2019-02-23 02:44:08,1975-01-31,2018-12-31
HPI_45940,House Price Indices - Trenton NJ,"The FMHPI provides a measure of typical price inflation for houses within the U.S. Values are calculated monthly but are released at the end of the following quarter. For example, the FMHPI for October, November, and December are published in late February of the following year. Series are available at three levels of geographical aggregation: Metropolitan Statistical Area (MSA), state, and national. All series begin in January, 1975. The national index is defined as a weighted average of the 50 state indexes and Washington, DC. The FMHPI is based on an ever expanding database of loans purchased by either Freddie Mac or Fannie Mae.<br><br>Dataset codes for cities are based on CBSA codes (Core-Based Statistical Areas) which are defined in the Quandl documentation. Values are presented as both Not Seasonally Adjusted (NSA) and Seasonally Adjusted (SA).",2019-02-23 02:44:08,1975-01-31,2018-12-31
HPI_46060,House Price Indices - Tucson AZ,"The FMHPI provides a measure of typical price inflation for houses within the U.S. Values are calculated monthly but are released at the end of the following quarter. For example, the FMHPI for October, November, and December are published in late February of the following year. Series are available at three levels of geographical aggregation: Metropolitan Statistical Area (MSA), state, and national. All series begin in January, 1975. The national index is defined as a weighted average of the 50 state indexes and Washington, DC. The FMHPI is based on an ever expanding database of loans purchased by either Freddie Mac or Fannie Mae.<br><br>Dataset codes for cities are based on CBSA codes (Core-Based Statistical Areas) which are defined in the Quandl documentation. Values are presented as both Not Seasonally Adjusted (NSA) and Seasonally Adjusted (SA).",2019-02-23 02:44:08,1975-01-31,2018-12-31
HPI_46140,House Price Indices - Tulsa OK,"The FMHPI provides a measure of typical price inflation for houses within the U.S. Values are calculated monthly but are released at the end of the following quarter. For example, the FMHPI for October, November, and December are published in late February of the following year. Series are available at three levels of geographical aggregation: Metropolitan Statistical Area (MSA), state, and national. All series begin in January, 1975. The national index is defined as a weighted average of the 50 state indexes and Washington, DC. The FMHPI is based on an ever expanding database of loans purchased by either Freddie Mac or Fannie Mae.<br><br>Dataset codes for cities are based on CBSA codes (Core-Based Statistical Areas) which are defined in the Quandl documentation. Values are presented as both Not Seasonally Adjusted (NSA) and Seasonally Adjusted (SA).",2019-02-23 02:44:08,1975-01-31,2018-12-31
HPI_46220,House Price Indices - Tuscaloosa AL,"The FMHPI provides a measure of typical price inflation for houses within the U.S. Values are calculated monthly but are released at the end of the following quarter. For example, the FMHPI for October, November, and December are published in late February of the following year. Series are available at three levels of geographical aggregation: Metropolitan Statistical Area (MSA), state, and national. All series begin in January, 1975. The national index is defined as a weighted average of the 50 state indexes and Washington, DC. The FMHPI is based on an ever expanding database of loans purchased by either Freddie Mac or Fannie Mae.<br><br>Dataset codes for cities are based on CBSA codes (Core-Based Statistical Areas) which are defined in the Quandl documentation. Values are presented as both Not Seasonally Adjusted (NSA) and Seasonally Adjusted (SA).",2019-02-23 02:44:08,1975-01-31,2018-12-31
HPI_46340,House Price Indices - Tyler TX,"The FMHPI provides a measure of typical price inflation for houses within the U.S. Values are calculated monthly but are released at the end of the following quarter. For example, the FMHPI for October, November, and December are published in late February of the following year. Series are available at three levels of geographical aggregation: Metropolitan Statistical Area (MSA), state, and national. All series begin in January, 1975. The national index is defined as a weighted average of the 50 state indexes and Washington, DC. The FMHPI is based on an ever expanding database of loans purchased by either Freddie Mac or Fannie Mae.<br><br>Dataset codes for cities are based on CBSA codes (Core-Based Statistical Areas) which are defined in the Quandl documentation. Values are presented as both Not Seasonally Adjusted (NSA) and Seasonally Adjusted (SA).",2019-02-23 02:44:08,1975-01-31,2018-12-31
HPI_46520,House Price Indices - Urban Honolulu HI,"The FMHPI provides a measure of typical price inflation for houses within the U.S. Values are calculated monthly but are released at the end of the following quarter. For example, the FMHPI for October, November, and December are published in late February of the following year. Series are available at three levels of geographical aggregation: Metropolitan Statistical Area (MSA), state, and national. All series begin in January, 1975. The national index is defined as a weighted average of the 50 state indexes and Washington, DC. The FMHPI is based on an ever expanding database of loans purchased by either Freddie Mac or Fannie Mae.<br><br>Dataset codes for cities are based on CBSA codes (Core-Based Statistical Areas) which are defined in the Quandl documentation. Values are presented as both Not Seasonally Adjusted (NSA) and Seasonally Adjusted (SA).",2019-02-23 02:44:08,1975-01-31,2018-12-31
HPI_46540,House Price Indices - Utica-Rome NY,"The FMHPI provides a measure of typical price inflation for houses within the U.S. Values are calculated monthly but are released at the end of the following quarter. For example, the FMHPI for October, November, and December are published in late February of the following year. Series are available at three levels of geographical aggregation: Metropolitan Statistical Area (MSA), state, and national. All series begin in January, 1975. The national index is defined as a weighted average of the 50 state indexes and Washington, DC. The FMHPI is based on an ever expanding database of loans purchased by either Freddie Mac or Fannie Mae.<br><br>Dataset codes for cities are based on CBSA codes (Core-Based Statistical Areas) which are defined in the Quandl documentation. Values are presented as both Not Seasonally Adjusted (NSA) and Seasonally Adjusted (SA).",2019-02-23 02:44:08,1975-01-31,2018-12-31
HPI_46660,House Price Indices - Valdosta GA,"The FMHPI provides a measure of typical price inflation for houses within the U.S. Values are calculated monthly but are released at the end of the following quarter. For example, the FMHPI for October, November, and December are published in late February of the following year. Series are available at three levels of geographical aggregation: Metropolitan Statistical Area (MSA), state, and national. All series begin in January, 1975. The national index is defined as a weighted average of the 50 state indexes and Washington, DC. The FMHPI is based on an ever expanding database of loans purchased by either Freddie Mac or Fannie Mae.<br><br>Dataset codes for cities are based on CBSA codes (Core-Based Statistical Areas) which are defined in the Quandl documentation. Values are presented as both Not Seasonally Adjusted (NSA) and Seasonally Adjusted (SA).",2019-02-23 02:44:08,1975-01-31,2018-12-31
HPI_46700,House Price Indices - Vallejo-Fairfield CA,"The FMHPI provides a measure of typical price inflation for houses within the U.S. Values are calculated monthly but are released at the end of the following quarter. For example, the FMHPI for October, November, and December are published in late February of the following year. Series are available at three levels of geographical aggregation: Metropolitan Statistical Area (MSA), state, and national. All series begin in January, 1975. The national index is defined as a weighted average of the 50 state indexes and Washington, DC. The FMHPI is based on an ever expanding database of loans purchased by either Freddie Mac or Fannie Mae.<br><br>Dataset codes for cities are based on CBSA codes (Core-Based Statistical Areas) which are defined in the Quandl documentation. Values are presented as both Not Seasonally Adjusted (NSA) and Seasonally Adjusted (SA).",2019-02-23 02:44:08,1975-01-31,2018-12-31
HPI_47020,House Price Indices - Victoria TX,"The FMHPI provides a measure of typical price inflation for houses within the U.S. Values are calculated monthly but are released at the end of the following quarter. For example, the FMHPI for October, November, and December are published in late February of the following year. Series are available at three levels of geographical aggregation: Metropolitan Statistical Area (MSA), state, and national. All series begin in January, 1975. The national index is defined as a weighted average of the 50 state indexes and Washington, DC. The FMHPI is based on an ever expanding database of loans purchased by either Freddie Mac or Fannie Mae.<br><br>Dataset codes for cities are based on CBSA codes (Core-Based Statistical Areas) which are defined in the Quandl documentation. Values are presented as both Not Seasonally Adjusted (NSA) and Seasonally Adjusted (SA).",2019-02-23 02:44:08,1975-01-31,2018-12-31
HPI_47220,House Price Indices - Vineland-Bridgeton NJ,"The FMHPI provides a measure of typical price inflation for houses within the U.S. Values are calculated monthly but are released at the end of the following quarter. For example, the FMHPI for October, November, and December are published in late February of the following year. Series are available at three levels of geographical aggregation: Metropolitan Statistical Area (MSA), state, and national. All series begin in January, 1975. The national index is defined as a weighted average of the 50 state indexes and Washington, DC. The FMHPI is based on an ever expanding database of loans purchased by either Freddie Mac or Fannie Mae.<br><br>Dataset codes for cities are based on CBSA codes (Core-Based Statistical Areas) which are defined in the Quandl documentation. Values are presented as both Not Seasonally Adjusted (NSA) and Seasonally Adjusted (SA).",2019-02-23 02:44:08,1975-01-31,2018-12-31
HPI_47260,House Price Indices - Virginia Beach-Norfolk-Newport News VA-NC,"The FMHPI provides a measure of typical price inflation for houses within the U.S. Values are calculated monthly but are released at the end of the following quarter. For example, the FMHPI for October, November, and December are published in late February of the following year. Series are available at three levels of geographical aggregation: Metropolitan Statistical Area (MSA), state, and national. All series begin in January, 1975. The national index is defined as a weighted average of the 50 state indexes and Washington, DC. The FMHPI is based on an ever expanding database of loans purchased by either Freddie Mac or Fannie Mae.<br><br>Dataset codes for cities are based on CBSA codes (Core-Based Statistical Areas) which are defined in the Quandl documentation. Values are presented as both Not Seasonally Adjusted (NSA) and Seasonally Adjusted (SA).",2019-02-23 02:44:08,1975-01-31,2018-12-31
HPI_47300,House Price Indices - Visalia-Porterville CA,"The FMHPI provides a measure of typical price inflation for houses within the U.S. Values are calculated monthly but are released at the end of the following quarter. For example, the FMHPI for October, November, and December are published in late February of the following year. Series are available at three levels of geographical aggregation: Metropolitan Statistical Area (MSA), state, and national. All series begin in January, 1975. The national index is defined as a weighted average of the 50 state indexes and Washington, DC. The FMHPI is based on an ever expanding database of loans purchased by either Freddie Mac or Fannie Mae.<br><br>Dataset codes for cities are based on CBSA codes (Core-Based Statistical Areas) which are defined in the Quandl documentation. Values are presented as both Not Seasonally Adjusted (NSA) and Seasonally Adjusted (SA).",2019-02-23 02:44:08,1975-01-31,2018-12-31
HPI_47380,House Price Indices - Waco TX,"The FMHPI provides a measure of typical price inflation for houses within the U.S. Values are calculated monthly but are released at the end of the following quarter. For example, the FMHPI for October, November, and December are published in late February of the following year. Series are available at three levels of geographical aggregation: Metropolitan Statistical Area (MSA), state, and national. All series begin in January, 1975. The national index is defined as a weighted average of the 50 state indexes and Washington, DC. The FMHPI is based on an ever expanding database of loans purchased by either Freddie Mac or Fannie Mae.<br><br>Dataset codes for cities are based on CBSA codes (Core-Based Statistical Areas) which are defined in the Quandl documentation. Values are presented as both Not Seasonally Adjusted (NSA) and Seasonally Adjusted (SA).",2019-02-23 02:44:08,1975-01-31,2018-12-31
HPI_47460,House Price Indices - Walla Walla WA,"The FMHPI provides a measure of typical price inflation for houses within the U.S. Values are calculated monthly but are released at the end of the following quarter. For example, the FMHPI for October, November, and December are published in late February of the following year. Series are available at three levels of geographical aggregation: Metropolitan Statistical Area (MSA), state, and national. All series begin in January, 1975. The national index is defined as a weighted average of the 50 state indexes and Washington, DC. The FMHPI is based on an ever expanding database of loans purchased by either Freddie Mac or Fannie Mae.<br><br>Dataset codes for cities are based on CBSA codes (Core-Based Statistical Areas) which are defined in the Quandl documentation. Values are presented as both Not Seasonally Adjusted (NSA) and Seasonally Adjusted (SA).",2019-02-23 02:44:08,1975-01-31,2018-12-31
HPI_47580,House Price Indices - Warner Robins GA,"The FMHPI provides a measure of typical price inflation for houses within the U.S. Values are calculated monthly but are released at the end of the following quarter. For example, the FMHPI for October, November, and December are published in late February of the following year. Series are available at three levels of geographical aggregation: Metropolitan Statistical Area (MSA), state, and national. All series begin in January, 1975. The national index is defined as a weighted average of the 50 state indexes and Washington, DC. The FMHPI is based on an ever expanding database of loans purchased by either Freddie Mac or Fannie Mae.<br><br>Dataset codes for cities are based on CBSA codes (Core-Based Statistical Areas) which are defined in the Quandl documentation. Values are presented as both Not Seasonally Adjusted (NSA) and Seasonally Adjusted (SA).",2019-02-23 02:44:08,1975-01-31,2018-12-31
HPI_47900,House Price Indices - Washington-Arlington-Alexandria DC-VA-MD-WV,"The FMHPI provides a measure of typical price inflation for houses within the U.S. Values are calculated monthly but are released at the end of the following quarter. For example, the FMHPI for October, November, and December are published in late February of the following year. Series are available at three levels of geographical aggregation: Metropolitan Statistical Area (MSA), state, and national. All series begin in January, 1975. The national index is defined as a weighted average of the 50 state indexes and Washington, DC. The FMHPI is based on an ever expanding database of loans purchased by either Freddie Mac or Fannie Mae.<br><br>Dataset codes for cities are based on CBSA codes (Core-Based Statistical Areas) which are defined in the Quandl documentation. Values are presented as both Not Seasonally Adjusted (NSA) and Seasonally Adjusted (SA).",2019-02-23 02:44:08,1975-01-31,2018-12-31
HPI_47940,House Price Indices - Waterloo-Cedar Falls IA,"The FMHPI provides a measure of typical price inflation for houses within the U.S. Values are calculated monthly but are released at the end of the following quarter. For example, the FMHPI for October, November, and December are published in late February of the following year. Series are available at three levels of geographical aggregation: Metropolitan Statistical Area (MSA), state, and national. All series begin in January, 1975. The national index is defined as a weighted average of the 50 state indexes and Washington, DC. The FMHPI is based on an ever expanding database of loans purchased by either Freddie Mac or Fannie Mae.<br><br>Dataset codes for cities are based on CBSA codes (Core-Based Statistical Areas) which are defined in the Quandl documentation. Values are presented as both Not Seasonally Adjusted (NSA) and Seasonally Adjusted (SA).",2019-02-23 02:44:08,1975-01-31,2018-12-31
