RowNum,Company,Name,Ref,Review.Date,Cocoa.Percent,Company.Location,Rating,Broad.Bean.Origin,Bean.Type
624,Noble Bean aka Jerjobo,Moho Valley,1299,2014,75,U.S.A.,3,Belize,Trinitario
625,Ocho,Sang Yum Coop,1760,2016,100,New Zealand,2.75,Samoa,
626,Pitch Dark,"Camino Verde P., Balao, Guayas, ""Fruity""",1319,2014,73,U.S.A.,3.25,Ecuador,
627,Pralus,Jamaique,32,2006,75,France,4,Jamaica,Trinitario
628,Raw Cocoa,Raw,867,2012,70,Poland,2.5,,Criollo
629,Ritual,"Toledo District, Maya",1089,2013,75,U.S.A.,3.75,Belize,Trinitario
630,Rogue,"Silvestre, Batch 1, 2011",793,2011,75,U.S.A.,3,Bolivia,Criollo
631,Salgado,Bahia Superior,288,2008,70,Argentina,3.5,Brazil,Forastero
632,Scharffen Berger,Tome Acu,336,2009,68,U.S.A.,3.75,Brazil,
633,Shark Mountain,Cuyagua,1466,2015,77,U.S.A.,2.75,Venezuela,Criollo
634,SRSLY,Dominican Republic,1121,2013,84,U.S.A.,2.25,Dominican Republic,
635,Szanto Tibor,"Fazenda Sempre Firme, Bahia",1708,2015,70,Hungary,3.5,Brazil,Forastero (Parazinho)
636,Szanto Tibor,"Ben Tre, Mekong Delta",1708,2015,70,Hungary,3.25,Vietnam,Trinitario
637,twenty-four blackbirds,"Cedeno, lot 271",1700,2015,75,U.S.A.,3.5,Ecuador,
638,Valrhona,Manjari,129,2007,64,France,4,Madagascar,"Criollo, Trinitario"
639,Valrhona,"Sambirano, Ampamakia 2005, Millot P.",75,2006,64,France,3.5,Madagascar,Trinitario
640,Vao Vao (Chocolaterie Robert),Madagascar,404,2009,64,Madagascar,3.25,Madagascar,Trinitario
641,Whittakers,Ghana,733,2011,72,New Zealand,2.5,Ghana,Forastero
642,Amano,Ocumare,175,2007,70,U.S.A.,3.75,Venezuela,Criollo
643,Amedei,Grenada,123,2007,70,Italy,3.5,Grenada,Trinitario
644,Anahata,Elvesia,1259,2014,75,U.S.A.,3,Dominican Republic,
645,Bar Au Chocolat,Bahia,1554,2015,70,U.S.A.,3.5,Brazil,
646,Beehive,Ecuador,1788,2016,90,U.S.A.,2.75,Ecuador,
647,Belcolade,Costa Rica,586,2010,64,Belgium,2.75,Costa Rica,
648,Beschle (Felchlin),"Carenero S., Barlovento, Grand Cru",508,2010,70,Switzerland,3.25,Venezuela,Trinitario
649,Bittersweet Origins,Sambirano,431,2009,65,U.S.A.,3.5,Madagascar,Trinitario
650,Brazen,Elvesia P.,1514,2015,80,U.S.A.,3.25,Dominican Republic,
651,Cacao Prieto,Dominican Republic,641,2011,66,U.S.A.,3.75,Dominican Republic,
652,Castronovo,Conacado,1101,2013,73,U.S.A.,3.5,Dominican Republic,Trinitario
653,Castronovo,Guaniamo,1153,2013,72,U.S.A.,3,Venezuela,
654,Chaleur B,Uganda,1426,2014,70,Canada,2.75,Uganda,Forastero
655,Claudio Corallo,Terreiro Velho P.,227,2008,75,Sao Tome,4,Sao Tome & Principe,Forastero
656,Coppeneur,Madagascar,959,2012,70,Germany,3.5,Madagascar,Trinitario
657,Coppeneur,Trinidad,558,2010,72,Germany,3,Trinidad,Trinitario
658,Dandelion,Dominican Republic,654,2011,70,U.S.A.,3.25,Dominican Republic,
659,Dark Forest,Ecuador,1554,2015,70,U.S.A.,3.25,Ecuador,
660,Eau de Rose,Arauca,1812,2016,70,Canada,3.25,Colombia,
661,Ethel's Artisan (Mars),Porcelana,666,2011,70,U.S.A.,2.5,Venezuela,Criollo (Porcelana)
662,Georgia Ramon,ABOCFA Coop,1642,2015,70,Germany,4,Ghana,Forastero
663,Grenada Chocolate Co.,Grenada,494,2010,82,Grenada,3.25,Grenada,Trinitario
664,Grenada Chocolate Co.,Grenada,363,2009,60,Grenada,2.75,Grenada,Trinitario
665,hello cocoa,Uganda,1458,2015,57,U.S.A.,2.75,Uganda,Forastero
666,Hogarth,Gran Blanco,1712,2016,66,New Zealand,3.5,Peru,Criollo
667,Hoja Verde (Tulicorp),Arriba,414,2009,58,Ecuador,3.25,Ecuador,Forastero (Arriba) ASS
668,Hotel Chocolat (Coppeneur),"Chanchamayo, Pichanadi, 2012, 60hr c.",1109,2013,100,U.K.,2.75,Peru,
669,Kallari (Ecuatoriana),Sisa's Secret/ original micro,241,2008,70,Ecuador,3.5,Ecuador,
670,Kyya,Ecuador,1363,2014,72,U.S.A.,2.5,Ecuador,
671,L.A. Burdick (Felchlin),Quito,682,2011,74,U.S.A.,3.75,Ecuador,
672,Letterpress,San Andres,1566,2015,70,U.S.A.,3,Costa Rica,
673,Map Chocolate,"San Juan Estate, Cherry Blossoms at Night",1606,2015,70,U.S.A.,2.75,Trinidad,Trinitario
674,Marou,Ba Ria,845,2012,76,Vietnam,3.5,Vietnam,Trinitario
675,Martin Mayer,Pisa,1836,2016,82,Austria,3,Haiti,
676,Mast Brothers,Tanzania,1450,2015,74,U.S.A.,3.25,Tanzania,
677,Mast Brothers,Moho River,773,2011,70,U.S.A.,3.5,Belize,Trinitario
678,Michel Cluizel,Vila Gracinda,135,2007,67,France,3.5,Sao Tome,Forastero
679,Noble Bean aka Jerjobo,Ghana,1295,2014,75,U.S.A.,3,Ghana,Forastero
680,Nova Monda,"La Dalia, Matagalpa,cacao Bisesto,green label",935,2012,75,Niacragua,2.75,Nicaragua,
681,Ocho,"PNG, Nib Bar",1411,2014,74,New Zealand,3.5,Papua New Guinea,
682,organicfair,La Red,1165,2013,72,Canada,2.75,Dominican Republic,
683,Pacari,Esmeraldas,224,2008,60,Ecuador,2.5,Ecuador,Forastero (Arriba)
684,Patric,Madagascar,439,2009,67,U.S.A.,3.5,Madagascar,Trinitario
685,Raaka,La Red,785,2011,85,U.S.A.,3.5,Dominican Republic,
686,Rococo (Grenada Chocolate Co.),"Gru Grococo, St. Andrews",923,2012,66,U.K.,3.5,Grenada,Trinitario
687,"Smooth Chocolator, The",Kokoa Kamili,1622,2015,67,Australia,3.75,Tanzania,
688,Solstice,Wasatch,1161,2013,70,U.S.A.,3.5,,Blend
689,Soma,Porcelana,1594,2015,75,Canada,4,Venezuela,
690,Soma,"Espiritu Santo, 'Smoke Monster'",1307,2014,70,Canada,3.75,Vanuatu,Forastero (Amelonado)
691,Szanto Tibor,Porcelana,1263,2014,70,Hungary,3.5,Venezuela,Criollo
693,Tejas,Concepcion*,971,2012,80,U.S.A.,3,Venezuela,
694,Terroir,Oko Caribe,1554,2015,70,U.S.A.,3.5,Domincan Republic,
695,Theo,Congo w/ nibs,903,2012,65,U.S.A.,3.25,Congo,Forastero
696,twenty-four blackbirds,Dominican Republic,1022,2013,68,U.S.A.,3.25,Dominican Republic,
697,Undone,Nourish,1438,2014,70,U.S.A.,3,Dominican Republic,
698,Vanleer (Barry Callebaut),Manhattan,963,2012,72,U.S.A.,2.5,Ghana,Forastero
699,Zak's,"Belize, Batch 2",1578,2015,70,U.S.A.,3.5,Belize,Trinitario
700,Zotter,Huiwani Coop,879,2012,75,Austria,3,Papua New Guinea,"Criollo, Trinitario"
701,A. Morin,Papua New Guinea,1015,2013,70,France,3.25,Papua New Guinea,
702,Altus aka Cao Artisan,Sur del Lago,1125,2013,60,U.S.A.,2.5,Venezuela,
703,Amano,Morobe,725,2011,70,U.S.A.,4,Papua New Guinea,
704,Askinosie,"Tenende, Uwate",647,2011,72,U.S.A.,3.75,Tanzania,Trinitario
705,Bellflower,"Kakao Kamili, Kilombero Valley",1800,2016,70,U.S.A.,3.5,Tanzania,"Criollo, Trinitario"
706,Bittersweet Origins,Puerto Plata,414,2009,65,U.S.A.,3.5,Dominican Republic,
707,Bouga Cacao (Tulicorp),"El Oro, Hacienda de Oro",341,2009,100,Ecuador,1.5,Ecuador,Forastero (Arriba)
708,Brasstown aka It's Chocolate,Maya Mountain,1255,2014,70,U.S.A.,3.75,Belize,Trinitario
709,C-Amaro,Trinidad,765,2011,70,Italy,2.5,Trinidad,Trinitario
710,Caribeans,Anselmo Paraiso Estate,1586,2015,72,Costa Rica,3.5,Costa Rica,
711,Chequessett,la Amistad,1235,2014,70,U.S.A.,3.5,Costa Rica,
712,Coppeneur,"Porcelana, Apotequil",445,2009,62,Germany,3.25,Peru,Criollo
713,Coppeneur,"Porcelana, Venezuela",220,2008,72,Germany,3,Venezuela,Criollo (Porcelana)
714,Danta,Las Acacias E.,423,2009,75,Guatemala,3,Guatemala,Criollo
715,Dark Forest,Bolivia,1708,2016,75,U.S.A.,3.25,Bolivia,
716,Dolfin (Belcolade),Noir,63,2006,70,Belgium,1.5,,
717,Domori,Morogoro,863,2012,70,Italy,3.5,Tanzania,
718,Domori,"Carupano, H. San Jose",227,2008,70,Italy,3,Venezuela,Trinitario
719,Domori,"Ocumare 61, Puertomar",129,2007,75,Italy,3.25,Venezuela,Criollo (Ocumare 61)
720,Eclat (Felchlin),"Maranon, Good & Evil, w/ nibs",919,2012,72,U.S.A.,2.75,Peru,Forastero (Nacional)
721,Emily's,Peru,1454,2015,78,Japan,3.5,Peru,Criollo
722,Forteza (Cortes),Puerto Rico,1776,2016,80,Puerto Rico,2.75,Domincan Republic,
724,Guido Castagna,Ghana,355,2009,64,Italy,3,Ghana,Forastero
725,Guittard,Tsaranta,93,2006,61,U.S.A.,3.5,,Blend
726,Hacienda El Castillo,Don Homero- Cerecita Valley,1327,2014,55,Ecuador,2.75,Ecuador,Trinitario
727,Heirloom Cacao Preservation (Brasstown),"Maya Mtn, Moho R., Toledo D., 2015",1748,2016,70,U.S.A.,3.25,Belize,Amazon
728,Hoja Verde (Tulicorp),Manabi,414,2009,58,Ecuador,3.5,Ecuador,Forastero (Arriba) ASS
729,Jordis,Madagascar,1534,2015,63,Czechoslovakia,2.75,Madagascar,Trinitario
730,K'ul,"Bahia, Fazenda Camboa",1852,2016,70,U.S.A.,3.75,Brazil,Forastero
731,La Maison du Chocolat (Valrhona),"Cuana, 2013",1121,2013,74,France,2.75,"Africa, Carribean, C. Am.",
732,La Maison du Chocolat (Valrhona),Grenada,741,2011,68,France,3.5,Grenada,Trinitario
733,Laia aka Chat-Noir,Cuba,1434,2014,70,France,2.75,Cuba,
734,Luker,Misterio,552,2010,58,Colombia,3,"Colombia, Ecuador",
735,Malmo,Chuao,1856,2016,70,Sweden,3,Venezuela,
737,Map Chocolate,"ROIG, 2014",1474,2015,70,U.S.A.,3.5,Dominican Republic,"Criollo, Trinitario"
738,Marsatta,Dominican Republic,1189,2013,89,U.S.A.,2.5,Dominican Republic,
739,Night Owl,Ecuador,1022,2013,75,U.S.A.,3.5,Ecuador,
740,Nova Monda,"Punta Galera, cacao Nacional, gold label",935,2012,80,Nicaragua,3.25,Ecuador,Forastero (Nacional)
741,Olivia,Carribean-Raw,688,2011,85,Canada,3,Carribean,
742,Pacari,Tangara,1415,2014,70,Ecuador,4,Ecuador,
743,Pacari,Los Rios,224,2008,72,Ecuador,3,Ecuador,Forastero (Arriba)
744,Pinellas,Wampusirpi Region,1772,2016,80,U.S.A.,2.5,Honduras,
745,Ranger,"San Martin, Batch 2",1558,2015,70,U.S.A.,2.5,Peru,
746,Rogue,"Hispaniola, 2013",1081,2013,70,U.S.A.,3.5,Dominican Republic,
747,Scharffen Berger,Las Islas,117,2007,72,U.S.A.,3,Carribean(DR/Jam/Tri),Blend
748,Sibu,Oscuro,1586,2015,70,Costa Rica,3.5,Costa Rica,
749,Silvio Bessone,Maya Belize,717,2011,67,Italy,3,Belize,Criollo
750,Sirene,Kokoa Kamili Coop,1856,2016,73,Canada,3.5,Tanzania,
751,Sirene,"Camino Verde P., Balao, Guayas, 2012",1506,2015,100,Canada,3,Ecuador,
752,"Smooth Chocolator, The",Tien Giang,1864,2016,70,Australia,3,Vietnam,Trinitario
753,Soma,Orinoco,1173,2013,70,Canada,3.25,Venezuela,Forastero
754,Soma,Hispaniola,377,2009,70,Canada,3,Dominican Republic,Forastero
755,Soma,Madagascar,387,2009,70,Canada,3.75,Madagascar,Criollo
756,Spencer,Malekula Island,1434,2014,72,Australia,2.75,Vanuatu,Trinitario
757,Tabal,"Chiapas, Lacandon Jungle",1105,2013,70,U.S.A.,2.5,Mexico,
758,Valrhona,Caraque,709,2011,56,France,3.25,,
759,Valrhona,Alpaco,370,2009,66,France,3.75,Ecuador,
760,Valrhona,Nyangbo,395,2009,68,France,3.5,Ghana,Forastero
761,Valrhona,Chuao 2002 P.,129,2007,65,France,3.75,Venezuela,Trinitario
762,Wilkie's Organic,Amazonas,1169,2013,89,Ireland,2.75,Peru,Criollo
763,Zotter,Peru,647,2011,70,Austria,3.75,Peru,
764,A. Morin,Bolivia,797,2012,70,France,3.5,Bolivia,
765,Akesson's (Pralus),"Monte Alegre, D. Badero",508,2010,75,Switzerland,2.75,Brazil,Forastero
766,Amatller (Simon Coll),Ghana,322,2009,70,Spain,3,Ghana,Forastero
767,Amatller (Simon Coll),Ghana,464,2009,85,Spain,3,Ghana,Forastero
768,Ambrosia,Papua New Guinea,1498,2015,63,Canada,3.25,Papua New Guinea,
769,Arete,San Juan,1724,2016,70,U.S.A.,3.5,Trinidad,Trinitario
770,Askinosie,Davao,331,2009,77,U.S.A.,3.75,Philippines,Trinitario
771,Bakau,"Huallabamba, 2015",1454,2015,70,Peru,3.5,Peru,
772,Benoit Nihant,"Bali, Sukrama Bros. Farm, Melaya, 62hr C",757,2011,72,Belgium,4,Indonesia,Trinitario
773,Black Mountain,Carenero Superior,256,2008,70,U.S.A.,2.75,Venezuela,Trinitario
774,Bonnat,Surfin,1418,2014,65,France,3.75,"Venez,Africa,Brasil,Peru,Mex",
775,Bonnat,Ceylan,81,2006,75,France,3,Sri Lanka,
776,Britarev,Ecuador,1638,2015,70,Russia,3.25,Ecuador,
777,Cacao de Origen,Rio Caribe,1692,2015,75,Venezuela,3.25,Venezuela,Trinitario
778,Cacao de Origen,"Chuao, Aragua region",1391,2014,75,Venezuela,3.5,Venezuela,Trinitario
779,Castronovo,Nicaragua,1109,2013,72,U.S.A.,3.25,Nicaragua,Trinitario
780,Cello,Peru,1247,2014,70,U.S.A.,2.75,Peru,
781,Choco Dong,"Tawau, Oct. 2015 Harvest",1696,2015,70,South Korea,3.5,Malaysia,Trinitario
782,Chocolarder,Peru,1482,2015,65,U.K.,2.5,Peru,Criollo
783,Chocovic,Ocumare,209,2008,71,Spain,3.5,Venezuela,Criollo
784,Chocovic,Maragda,117,2007,70,Spain,3,,Blend
785,Coppeneur,"Porcelana, Tabasco, Mexico",220,2008,72,Germany,3,Mexico,Criollo
786,Dandelion,"Zorzal Reserva, 2015 H., Kerchner",1816,2016,70,U.S.A.,3.75,,
787,Dandelion,Maya Mountain,1219,2014,70,U.S.A.,3.5,Belize,Trinitario
788,Danta,Las Acacias E.,987,2012,70,Guatemala,4,Guatemala,Criollo
789,Danta,"Oscuro, Finca Chimelb",991,2012,70,Guatemala,3.25,Guatemala,
790,Dean and Deluca (Belcolade),Ghana,175,2007,60,U.S.A.,3,Ghana,Forastero
791,Dick Taylor,Bolivia,895,2012,75,U.S.A.,2.75,Bolivia,
792,Domori,Madagascar,135,2007,70,Italy,3.5,Madagascar,Trinitario
793,Dulcinea,Dominican Republic,1506,2015,70,U.S.A.,3.25,Dominican Republic,
794,Durci,Taino Secret,1630,2015,70,U.S.A.,3.25,Domincan Republic,
795,Felchlin,Arriba,48,2006,72,Switzerland,3.5,Ecuador,Forastero (Arriba)
796,Forteza (Cortes),Dominican Republic,1776,2016,70,Puerto Rico,2.75,Domincan Republic,
797,Frederic Blondeel,Peru Brutus,1538,2015,75,Belgium,3.5,Peru,
798,Friis Holm (Bonnat),"Johe, Xoco",623,2011,70,Denmark,3.25,Nicaragua,"Criollo, Trinitario"
799,Garden Island,"Kaua'I, Alea Estate +world",1367,2014,85,U.S.A.,2.5,Hawaii,Blend
800,Georgia Ramon,Akesson P.,1642,2015,65,Germany,3.25,Madagascar,Trinitario
801,Guittard,Nicaragua,1053,2013,65,U.S.A.,2.75,Nicaragua,
802,Hotel Chocolat (Coppeneur),"Island Growers, 120hr c.",623,2011,65,U.K.,3,St. Lucia,Trinitario
803,Hummingbird,Zorzal Reserva w/ Charles Kerchner,1387,2014,70,Canada,3.5,Dominican Republic,
804,Kallari (Ecuatoriana),Roberto,245,2008,75,Ecuador,2.75,Ecuador,
805,Laia aka Chat-Noir,"Vietnam, Batch 50/100",1590,2015,75,France,2.75,Vietnam,Trinitario
806,Mars,"Matina 1-6, prototype",537,2010,65,U.S.A.,3,Costa Rica,
807,Mast Brothers,French Laundry 20th Anniversary,1359,2014,75,U.S.A.,3.75,"Peru, Belize",Blend
808,Mast Brothers,Madagascar,999,2012,72,U.S.A.,2.5,Madagascar,Trinitario
809,Mesocacao,Honduras,1347,2014,70,Honduras,3.5,Honduras,
810,Middlebury,La Red,1117,2013,75,U.S.A.,2.5,Dominican Republic,
811,Moho,"Umoho R., Toledo District, San Felipe",607,2010,67,U.S.A.,2.75,Belize,Trinitario
812,Nahua,"Costa Rica, Oscuro",1049,2013,70,Costa Rica,3,Costa Rica,
813,Night Owl,Peru,1022,2013,75,U.S.A.,2.75,Peru,
814,Original Beans (Felchlin),"Grand Cru Blend No.1, 5 yr. Anniversary Ed",1442,2014,80,Switzerland,3.25,,Blend
815,Pacari,Nube- prototype,721,2011,70,Ecuador,3.5,Ecuador,
816,Pangea,Matasawalevu,1860,2016,76,Spain,3,Fiji,
817,Potomac,"Oko Caribe, Duarte Province, 2016 H.",1820,2016,70,U.S.A.,3.75,Domincan Republic,
818,Pralus,Peru,1446,2015,75,France,3.25,Peru,
819,Pralus,Fortissima,93,2006,80,France,4,Ecuador,"Criollo, Trinitario"
820,Ritual,"Camino Verde P., Balao, 2015 harvest, batch8",1860,2016,75,U.S.A.,3.75,Ecuador,
821,Scharffen Berger,Antilles (Trin/Gren/DR/Ven),188,2007,75,U.S.A.,3,Carribean,Blend
822,Scharffen Berger,Cuyagua,135,2007,75,U.S.A.,3.75,Venezuela,
823,Sirene,"Esmeraldas, Salazar Farm",1860,2016,73,Canada,3.75,Ecuador,
824,Sol Cacao,Madagascar,1518,2015,72,U.S.A.,3,Madagascar,Trinitario
825,Soma,"Three Amigos(Chuao, Wild Bolivia, D.R.)",676,2011,70,Canada,4,"Ven, Bolivia, D.R.",
826,Soma,Africa,377,2009,70,Canada,3.5,Ghana,Forastero
827,Spagnvola,AgroCriso Plantation,793,2012,70,U.S.A.,3,Dominican Republic,
828,Spagnvola,AgroCriso Plantation,793,2012,80,U.S.A.,3,Dominican Republic,
829,Starchild,Sambirano Valley,1696,2015,70,U.S.A.,3,Madagascar,Trinitario
830,Summerbird,Peru,1800,2016,71,Denmark,3,Peru,"Criollo, Trinitario"
831,TCHO,TCHOPro 68,387,2009,68,U.S.A.,3,,
832,Terroir,Uganda,1323,2014,73,U.S.A.,3.75,Uganda,Forastero
833,The Barn,Peru,1614,2015,70,Sweden,3,Peru,
834,Theo,Madagascar,162,2007,65,U.S.A.,3.5,Madagascar,Trinitario
835,Valrhona,"Otucan, Grand Cru",931,2012,69,France,4,Venezuela,
836,Videri,Classic,991,2012,70,U.S.A.,3.25,Central and S. America,
837,Vintage Plantations (Tulicorp),"Los Rios, Rancho Grande 2004/2007",153,2007,90,U.S.A.,2,Ecuador,Forastero (Arriba)
838,Willie's Cacao,Hacienda Las Trincheras,593,2010,72,U.K.,3.5,Venezuela,
839,Zart Pralinen,"Kakao Kamili, Kilombero Valley",1824,2016,85,Austria,3,Tanzania,"Criollo, Trinitario"
840,Zokoko,"Tranquilidad, Baures",701,2011,72,Australia,3.75,Bolivia,
841,Zotter,Amazonas Frucht,801,2012,65,Austria,3.5,,
842,A. Morin,Chuao,1015,2013,70,France,4,Venezuela,Trinitario
843,Amedei,Jamaica,123,2007,70,Italy,3,Jamaica,Trinitario
844,Askinosie,Xoconusco,141,2007,75,U.S.A.,2.5,Mexico,Trinitario
845,Bahen & Co.,Houseblend,999,2012,70,Australia,2.5,,Blend
846,Bonnat,Ivory Coast,331,2009,75,France,3,Ivory Coast,
847,Brasstown aka It's Chocolate,Cooproagro,1125,2013,72,U.S.A.,3,Dominican Republic,Trinitario
848,Cao,Bolivia,1808,2016,75,U.S.A.,3,Bolivia,
849,Caribeans,Costa Rica,841,2012,72,Costa Rica,3,Costa Rica,Forastero
850,Chocolate Alchemist-Philly,"Tumbes, ""Zarumilla""",1772,2016,90,U.S.A.,2.5,Peru,
851,Chocovivo,Tabasco,1522,2015,65,U.S.A.,2.5,Mexico,Trinitario
852,Coppeneur,Ghana Puristique,813,2012,85,Germany,3.5,Ghana,Forastero
853,Coppeneur,Chuao 70hr,451,2009,70,Germany,3.75,Venezuela,"Criollo, Trinitario"
854,De Mendes,"Selvagem, Jari",1462,2015,65,Brazil,3.5,Brazil,
855,Dean and Deluca (Belcolade),Madagascar,170,2007,66,U.S.A.,2.5,Madagascar,Trinitario
856,Domori,Granella,135,2007,60,Italy,3.25,Venezuela,Trinitario
857,Durci,"Rio Caribe, Tepui Treasure",1626,2015,70,U.S.A.,3.5,Venezuela,Trinitario
858,Frederic Blondeel,Ghana,1351,2014,60,Belgium,3.5,Ghana,Forastero
859,Friis Holm (Bonnat),"Chuno, triple turned, Xoco",895,2012,70,Denmark,3.25,Nicaragua,"Criollo, Trinitario"
860,Fruition,"Coto Brus, Heirloom, Batch 1",1780,2016,74,U.S.A.,4,Costa Rica,Amazon mix
861,Habitual,Papua New Guinea,1197,2014,80,Canada,2.75,Papua New Guinea,
862,hexx,Ecuador,1550,2015,73,U.S.A.,3.25,Ecuador,
863,Hotel Chocolat (Coppeneur),"Los Rios, H. Iara, 2012, 120hr c.",1113,2013,100,U.K.,2.5,Ecuador,Forastero (Nacional)
864,Idilio (Felchlin),"Sur del Lago, Amiari Meridena, Zulia, w/ nibs",737,2011,72,Switzerland,4,Venezuela,
865,iQ Chocolate,black label,943,2012,72,Scotland,3,Peru,
866,Isidro,Dominican Republic,1279,2014,72,U.S.A.,3.25,Dominican Republic,
867,Just Good Chocolate,Peru,1375,2014,70,U.S.A.,4,Peru,
868,Kallari (Ecuatoriana),Diego 60hr/ W.F. blend prototype,248,2008,85,Ecuador,3,Ecuador,
869,La Oroquidea,Peruvian Amazon,721,2011,72,Peru,2.5,Peru,
870,La Pepa de Oro,Vinces,713,2011,60,Ecuador,3.25,Ecuador,
871,L'Amourette,Blend,853,2012,72,U.S.A.,3,"Peru, Ecuador, Venezuela",Criollo
872,Lonohana,"Haleiwa E, O'ahu, 2014",1395,2014,65,U.S.A.,3.25,Hawaii,
873,Majani,Ecuador,531,2010,70,Italy,2,Ecuador,
874,Marou,"Tien Giang, Gao Co-op",845,2012,70,Vietnam,3.5,Vietnam,Trinitario
875,Middlebury,San Juan Estate,1490,2015,70,U.S.A.,3.5,Trinidad,Trinitario
876,Naive,Trinidad & Tobago,1046,2013,70,Lithuania,3.75,"Trinidad, Tobago",
877,Na�ve,Nicaragua,1379,2014,70,Lithuania,3.25,Nicaragua,Criollo
878,Neuhaus (Callebaut),Ocumare,24,2006,71,Belgium,3,Venezuela,Criollo
879,Nibble,Tumbes,1526,2015,72,U.S.A.,3,Peru,Criollo
880,Original Hawaiin Chocolate Factory,"Hawai'i, Kona Grand Cru E.",316,2009,60,U.S.A.,3,Hawaii,Criollo
881,Palette de Bine,Duo- Gran Couva & Camino Verde,1399,2014,75,Canada,3.5,"Trinidad, Ecuador",Blend
882,Pralus,"Monte Alegre (Itacare), Brazil",105,2006,75,France,3,Brazil,Forastero
883,Ranger,"Chulucanas, Batch 1",1562,2015,80,U.S.A.,3.25,Peru,
884,Scharffen Berger,Amina,464,2010,65,U.S.A.,3.75,Madagascar,"Trinitario, Criollo"
885,Sirene,"Lachua w/ maple sugar, batch 5",1614,2015,73,Canada,3.25,Guatemala,
886,Sirene,"Camino Verde P., Balao, Guayas",1343,2014,73,Canada,3.75,Ecuador,
887,Sjolinds,Nicaragua,1462,2015,72,U.S.A.,3,Nicaragua,
888,Solstice,San Martin,1161,2013,70,U.S.A.,3.25,Peru,
889,Solstice,Amazonas,1157,2013,70,U.S.A.,3,Venezuela,
890,Szanto Tibor,"Ayacucho, ""El Guinacho""",939,2012,70,Hungary,3.75,Peru,
891,Tablette (aka Vanillabeans),Colombia,1450,2015,70,Japan,3,Colombia,
892,Terroir,Peru,1478,2015,70,U.S.A.,2.75,Peru,
893,twenty-four blackbirds,Oko Caribe,1700,2015,75,U.S.A.,2.75,Domincan Republic,
894,Upchurch,"Madagascar, Sassy Bar",1752,2016,72,U.S.A.,3,Madagascar,Trinitario
895,Zotter,Kerala State,749,2011,65,Austria,3.5,India,Forastero
896,A. Morin,Atsane,1676,2015,70,France,3,Togo,
897,A. Morin,Equateur,1011,2013,70,France,3.75,Ecuador,
898,Acalli,"Tumbes, Norandino",1470,2015,70,U.S.A.,3.75,Peru,Criollo
899,Ambrosia,Madagascar,1494,2015,66,Canada,3.25,Madagascar,Trinitario
900,Ara,Trincheras,1379,2014,75,France,3,Venezuela,
901,Arete,Kokoa Kamili,1724,2016,70,U.S.A.,3.75,Tanzania,
902,Beschle (Felchlin),Madagascar,636,2011,64,Switzerland,3,Madagascar,Trinitario
903,Blanxart,"Congo, Grand Cru",1046,2013,82,Spain,3.5,Congo,Forastero
904,Breeze Mill,Jamaica,1149,2013,70,U.S.A.,3,Jamaica,Trinitario
905,Cacao Sampaka,Venezuela,537,2010,71,Spain,3.5,Venezuela,
906,C-Amaro,Cuba,1442,2014,75,Italy,2.5,Cuba,
907,C-Amaro,Ecuador,1185,2013,100,Italy,3.5,Ecuador,
908,Caribeans,Costa Rica,845,2012,80,Costa Rica,2.75,Costa Rica,Forastero
909,Cello,Bolivia,1251,2014,70,U.S.A.,3,Bolivia,
910,Coppeneur,Chuao 100hr,451,2009,70,Germany,3.5,Venezuela,"Criollo, Trinitario"
911,Cravve,Vanuatu,1335,2014,83,Australia,2.75,Vanuatu,Trinitario
912,Dandelion,"Elvesia, 2011",915,2012,70,U.S.A.,3.75,Dominican Republic,
913,Davis,Ghana,1093,2013,70,U.S.A.,2.5,Ghana,Forastero
914,Dick Taylor,"Alto Beni, Wild Harvest, Limited Ed.",1634,2015,70,U.S.A.,3.75,Bolivia,
915,Duffy's,"Indio Rojo, Xoco",623,2011,72,U.K.,3.75,Honduras,Criollo
916,Duffy's,Ocumare,765,2011,71,U.K.,3.5,Venezuela,
917,Fossa,"Kokoa Kamili Coop, Kilombero",1776,2016,67,Singapore,3.75,Tanzania,Trinitario
918,Fruition,Camino Verde,1185,2013,75,U.S.A.,3,Ecuador,
919,Guido Castagna,Lacri Blend,355,2009,76,Italy,3,Venezuela,
920,Hacienda El Castillo,Don Homero- Cerecita Valley,1327,2014,70,Ecuador,3,Ecuador,Trinitario
921,Haigh,South America and Africa,701,2011,70,Australia,3,"South America, Africa",
922,Idilio (Felchlin),"Ocumare, H. Cata, w/ nibs",737,2011,72,Switzerland,3.5,Venezuela,Criollo
923,Indah,India (south),1788,2016,61,India,2.5,India,
924,Indaphoria,La Red,821,2012,70,U.S.A.,3.25,Dominican Republic,
925,Kallari (Ecuatoriana),Cacao Nacional W.F.,269,2008,85,Ecuador,3,Ecuador,
926,Ki' Xocolatl,Dark,431,2009,72,Mexico,2,Mexico,
927,Kiskadee,"La Red, Guanconjeco",1251,2014,60,U.S.A.,3,Dominican Republic,Trinitario
928,Kto,San Martin,1422,2014,72,U.S.A.,2.5,Peru,
929,Laia aka Chat-Noir,"Peru, Batch 51/100",1590,2015,75,France,3.25,Peru,
930,Madecasse (Cinagra),Madagascar,284,2008,67,Madagascar,3.5,Madagascar,Trinitario
931,Mana,Peru,1219,2014,74,U.S.A.,2.5,Peru,
